86.1,172.4,97.0
86.0,186.5,98.0
87.4,200.6,65.0
89.2,147.7,10.0
85.9,172.3,102.0
85.8,186.5,104.0
89.1,211.8,14.0
89.1,147.1,13.0
87.1,158.2,71.0
85.6,172.2,107.0
85.6,186.4,109.0
86.9,200.5,76.0
89.0,212.3,17.0
86.9,158.1,76.0
85.4,172.2,113.0
86.7,200.5,82.0
88.9,212.7,21.0
88.9,146.1,19.0
86.7,158.0,81.0
85.2,172.1,119.0
85.1,186.3,121.0
86.4,200.5,88.0
88.7,213.2,26.0
88.8,145.7,22.0
86.5,157.9,87.0
84.9,172.0,124.0
84.8,186.3,127.0
86.2,200.5,94.0
86.2,157.8,93.0
84.7,172.0,130.0
84.6,186.2,133.0
