0.477860,0.484093
0.606064,0.560679
0.629020,0.437185
0.467302,0.589250
0.512619,0.472369
0.522863,0.683844
0.568533,0.525134
0.447974,0.644390
0.540114,0.590455
0.548962,0.485769
0.434841,0.499181
0.355439,0.369618
0.554310,0.538104
0.557623,0.500861
0.446761,0.445911
0.650936,0.523036
0.384285,0.417350
0.512334,0.395912
0.590521,0.607689
0.387180,0.342543
0.436703,0.539944
0.441553,0.479932
0.336272,0.435570
0.478072,0.507924
0.475513,0.465819
0.524593,0.603513
0.506726,0.728572
0.358911,0.538535
0.647847,0.553724
0.576020,0.449396
0.319347,0.455543
0.465984,0.584849
0.336523,0.475508
0.556024,0.456962
0.511153,0.789178
0.543949,0.493473
0.500713,0.272616
0.423970,0.482645
0.518361,0.424037
0.453718,0.495129
0.654971,0.428816
0.330315,0.654410
0.746444,0.649323
0.499371,0.531266
0.526248,0.572713
0.682702,0.269025
0.365497,0.390686
0.558205,0.225020
0.580001,0.565709
0.472409,0.559968
0.487222,0.677326
0.490521,0.379638
0.558249,0.591734
0.531877,0.519612
0.459173,0.385286
0.549876,0.702424
0.477421,0.498188
0.688092,0.609573
0.507649,0.502818
0.434394,0.598354
0.378701,0.560707
0.499796,0.331523
0.502821,0.414771
0.475664,0.445217
0.625272,0.631437
0.421168,0.423690
0.489246,0.644216
0.339372,0.501447
0.518357,0.503898
0.430203,0.515384
0.473346,0.473633
0.659835,0.673881
0.504460,0.561690
0.535106,0.355037
0.478566,0.456232
0.712934,0.482893
0.500526,0.458529
0.582243,0.541685
0.500186,0.411203
0.494032,0.417727
0.546768,0.644089
0.438340,0.564675
0.446075,0.435723
0.397878,0.496009
0.329913,0.440415
0.405357,0.415741
0.570582,0.511181
0.241005,0.442359
0.503674,0.527357
0.511937,0.456376
0.512807,0.527515
0.448202,0.425909
0.261132,0.617499
0.584512,0.497191
0.596496,0.458115
0.526828,0.699272
0.454924,0.455681
0.619174,0.566475
0.673998,0.415158
0.661001,0.324964
0.559321,0.266050
0.564983,0.525181
0.321789,0.456984
0.507609,0.481717
0.737790,0.456700
0.500503,0.666416
0.431437,0.505648
0.447041,0.626405
0.462451,0.488086
0.332601,0.460366
0.465741,0.488683
0.440010,0.363898
0.568646,0.530575
0.618857,0.402736
0.520236,0.485056
0.396398,0.483763
0.592905,0.488598
0.688608,0.585623
0.451637,0.376749
0.616899,0.416608
0.595484,0.532724
0.482518,0.579637
0.464533,0.468288
0.562324,0.494006
0.650008,0.512659
0.570938,0.459621
0.637920,0.490823
0.457207,0.588304
0.600636,0.287357
0.526512,0.445425
0.482857,0.708715
0.461006,0.523363
0.427374,0.417349
0.420260,0.498518
0.556599,0.532773
0.525313,0.501421
0.568552,0.612464
0.542883,0.517540
0.341810,0.529720
0.543725,0.535122
0.138156,0.598757
0.355701,0.489700
0.639523,0.495771
0.349833,0.373087
0.617019,0.564680
0.510631,0.464334
0.494539,0.664011
0.444562,0.309221
0.544599,0.360821
0.433757,0.725700
0.639306,0.261129
0.493256,0.704340
0.429514,0.610709
0.504224,0.490190
0.468674,0.586179
0.407155,0.457490
0.249876,0.425882
0.463361,0.615302
0.463148,0.309260
0.442736,0.518642
0.669053,0.495342
0.572789,0.518434
0.311307,0.548631
0.694187,0.396606
