89.6,163.9,5.0
89.0,188.2,25.0
89.7,197.4,2.0
89.6,163.5,6.0
88.8,174.3,29.0
89.7,197.6,3.0
88.7,174.1,31.0
88.8,188.0,29.0
89.6,197.9,4.0
89.5,162.8,8.0
88.6,174.0,33.0
89.4,162.5,9.0
88.6,173.9,36.0
88.6,187.8,34.0
89.5,198.4,6.0
88.4,173.8,38.0
88.5,187.7,37.0
89.5,198.7,8.0
89.3,161.7,12.0
88.3,173.7,41.0
89.4,199.0,10.0
89.3,161.2,14.0
89.3,199.4,12.0
89.2,160.8,16.0
88.1,173.5,47.0
88.1,187.4,46.0
89.3,199.8,14.0
89.1,160.3,19.0
88.0,173.4,50.0
88.0,187.3,49.0
89.2,200.0,17.0
89.1,159.9,22.0
87.9,187.2,53.0
89.1,200.4,20.0
89.0,159.4,25.0
87.7,173.2,57.0
89.0,200.8,24.0
87.5,173.1,61.0
87.5,187.1,61.0
88.7,159.1,31.0
87.4,173.0,65.0
88.7,200.9,32.0
89.8,151.2,1.0
88.6,159.0,35.0
87.2,172.9,69.0
87.2,186.9,69.0
88.5,200.8,36.0
89.8,208.8,1.0
89.7,150.7,1.0
87.0,172.8,73.0
87.0,186.8,74.0
88.4,200.8,41.0
89.7,209.2,2.0
89.7,150.1,2.0
88.2,200.7,45.0
89.6,209.6,3.0
89.6,149.7,3.0
88.1,158.7,47.0
86.7,172.6,82.0
86.6,186.7,83.0
88.0,200.7,50.0
89.5,210.1,4.0
87.9,158.6,52.0
89.4,210.5,6.0
87.7,158.5,56.0
86.3,172.5,92.0
89.3,210.9,8.0
89.3,148.2,8.0
87.5,158.4,61.0
86.1,172.4,97.0
86.0,186.5,98.0
87.4,200.6,65.0
89.2,147.7,10.0
85.9,172.3,102.0
85.8,186.5,104.0
89.1,211.8,14.0
89.1,147.1,13.0
87.1,158.2,71.0
85.6,172.2,107.0
85.6,186.4,109.0
86.9,200.5,76.0
89.0,212.3,17.0
86.9,158.1,76.0
85.4,172.2,113.0
86.7,200.5,82.0
88.9,212.7,21.0
88.9,146.1,19.0
86.7,158.0,81.0
85.2,172.1,119.0
85.1,186.3,121.0
86.4,200.5,88.0
88.7,213.2,26.0
88.8,145.7,22.0
86.5,157.9,87.0
84.9,172.0,124.0
84.8,186.3,127.0
86.2,200.5,94.0
86.2,157.8,93.0
84.7,172.0,130.0
84.6,186.2,133.0
85.9,200.4,100.0
88.5,214.1,36.0
86.0,157.7,99.0
84.3,186.2,139.0
88.3,214.4,42.0
88.4,144.1,36.0
85.7,157.6,105.0
84.2,171.9,143.0
84.1,186.2,146.0
85.4,200.4,113.0
88.3,143.6,41.0
85.5,157.5,111.0
83.9,171.8,149.0
83.8,186.2,152.0
85.2,200.4,119.0
89.7,222.5,1.0
88.1,143.5,47.0
85.2,157.5,117.0
83.7,171.7,156.0
83.5,186.1,159.0
87.5,214.5,60.0
89.6,223.0,2.0
89.8,135.6,1.0
87.8,143.4,53.0
85.0,157.4,124.0
83.3,186.1,166.0
84.6,200.4,132.0
87.3,214.5,67.0
89.5,223.5,4.0
89.7,135.1,1.0
84.7,157.3,130.0
83.1,171.6,169.0
83.0,186.1,172.0
87.0,214.6,73.0
89.6,134.6,3.0
82.8,171.6,176.0
84.0,200.5,146.0
89.2,224.5,8.0
89.4,134.0,4.0
87.1,143.1,72.0
84.1,157.2,144.0
82.5,171.6,183.0
82.4,186.1,186.0
83.7,200.5,153.0
86.5,214.7,87.0
89.1,225.0,11.0
89.3,133.5,6.0
83.9,157.1,151.0
82.2,171.5,190.0
82.1,186.1,194.0
83.4,200.5,161.0
86.2,214.7,94.0
89.2,133.0,9.0
86.5,142.9,85.0
83.6,157.0,158.0
81.9,171.5,198.0
81.8,186.1,201.0
85.9,214.8,101.0
88.8,226.0,18.0
89.1,132.4,11.0
86.2,142.8,92.0
83.3,157.0,165.0
81.6,171.4,205.0
